    342 многий	    ^многий/*многий$ 
      2 Ильхам	      ^Ильхам/*Ильхам$ 
      2 ИК	      ^ИК/*ИК$ 
      2 ИИХФ	      ^ИИХФ/*ИИХФ$ 
      2 Измайлово	      ^Измайлово/*Измайлово$ 
      2 игил	      ^игил/*игил$ 
      2 Ивашкевич	      ^Ивашкевич/*Ивашкевич$ 
      2 Иваново	      ^Иваново/*Иваново$ 
      2 ибсеновский	      ^ибсеновский/*ибсеновский$ 
      2 Ибрагимбеков	      ^Ибрагимбеков/*Ибрагимбеков$ 
      2 Зяблов	      ^Зяблов/*Зяблов$ 
      2 Зурабов	      ^Зурабов/*Зурабов$ 
      2 Зураб	      ^Зураб/*Зураб$ 
      2 Зуева	      ^Зуева/*Зуева$ 
      2 Зубрилова	      ^Зубрилова/*Зубрилова$ 
      2 зи	      ^зи/*зи$ 
      2 Зеленюк	      ^Зеленюк/*Зеленюк$ 
      2 зек	      ^зек/*зек$ 
      2 защитительность	      ^защитительность/*защитительность$ 
      2 зацвести	      ^зацвести/*зацвести$ 
      2 Захи	      ^Захи/*Захи$ 
      2 застолец	      ^застолец/*застолец$ 
      2 запараллелить	      ^запараллелить/*запараллелить$ 
      2 заметочка	      ^заметочка/*заметочка$ 
      2 закатывание	      ^закатывание/*закатывание$ 
      2 Зак	      ^Зак/*Зак$ 
      2 зайлон	      ^зайлон/*зайлон$ 
      2 зазря	      ^зазря/*зазря$ 
      2 Завидонова	      ^Завидонова/*Завидонова$ 
      2 Жуан	      ^Жуан/*Жуан$ 
      2 Жираковский	      ^Жираковский/*Жираковский$ 
      2 жилзона	      ^жилзона/*жилзона$ 
      2 Живаева	      ^Живаева/*Живаева$ 
      2 Женечка	      ^Женечка/*Женечка$ 
      2 Железочка	      ^Железочка/*Железочка$ 
      2 железодефицитный	      ^железодефицитный/*железодефицитный$ 
      2 жатоба	      ^жатоба/*жатоба$ 
      2 жардэн	      ^жардэн/*жардэн$ 
      2 етс	      ^етс/*етс$ 
      2 Есенин-Вольпин	      ^Есенин/Есенин<np><cog><m><sg><nom>$^-/-<guio>$^Вольпин/*Вольпин$ 
      2 Ендовка	      ^Ендовка/*Ендовка$ 
      2 ельцинизм	      ^ельцинизм/*ельцинизм$ 
      2 Екатеринбург-арт	      ^Екатеринбург/Екатеринбург<np><al><m><nn><sg><acc>/Екатеринбург<np><al><m><nn><sg><nom>$^-/-<guio>$^арт/*арт$ 
      2 Евтушенко	      ^Евтушенко/*Евтушенко$ 
      2 Евсиков	      ^Евсиков/*Евсиков$ 
      2 Еарлс	      ^Еарлс/*Еарлс$ 
      2 дэн	      ^дэн/*дэн$ 
      2 Дунс	      ^Дунс/*Дунс$ 
      2 Дудь	      ^Дудь/*Дудь$ 
      2 Дуглас	      ^Дуглас/*Дуглас$ 
      2 Дубровина	      ^Дубровина/*Дубровина$ 
      2 ду	      ^ду/*ду$ 
      2 Дрэйк	      ^Дрэйк/*Дрэйк$ 
      2 Дреслер-Андерс	      ^Дреслер/*Дреслер$^-/-<guio>$^Андерс/*Андерс$ 
      2 древне-греческий	      ^древне/древний<adj><short><nt><sg>$^-/-<guio>$^греческий/греческий<adj><m><an><sg><nom>/греческий<adj><m><nn><sg><acc>$ 
      2 Драгунова	      ^Драгунова/*Драгунова$ 
      2 Драганов	      ^Драганов/*Драганов$ 
      2 досточка	      ^досточка/*досточка$ 
      2 достоевский	      ^достоевский/*достоевский$ 
      2 Доссена	      ^Доссена/*Доссена$ 
      2 допинг-проба	      ^допинг/допинг<n><m><nn><sg><acc>/допинг<n><m><nn><sg><nom>$^-/-<guio>$^проба/проба<n><f><nn><sg><nom>$ 
      2 доопределение	      ^доопределение/*доопределение$ 
      2 Домини	      ^Домини/*Домини$ 
      2 долл	      ^долл/*долл$ 
      2 Долгачев	      ^Долгачев/*Долгачев$ 
      2 доимперский	      ^доимперский/*доимперский$ 
      2 додеска	      ^додеска/*додеска$ 
      2 диоцезия	      ^диоцезия/*диоцезия$ 
      2 дивирь	      ^дивирь/*дивирь$ 
      2 Дивинвест	      ^Дивинвест/*Дивинвест$ 
      2 диатомовый	      ^диатомовый/*диатомовый$ 
      2 Дзуринда	      ^Дзуринда/*Дзуринда$ 
      2 джозефсоновский	      ^джозефсоновский/*джозефсоновский$ 
      2 джинджерэл	      ^джинджерэл/*джинджерэл$ 
      2 Дженнифер	      ^Дженнифер/*Дженнифер$ 
      2 Джадд	      ^Джадд/*Джадд$ 
      2 дербянка	      ^дербянка/*дербянка$ 
      2 деприватизировать	      ^деприватизировать/*деприватизировать$ 
      2 демянский	      ^демянский/*демянский$ 
      2 демифологизация	      ^демифологизация/*демифологизация$ 
      2 Демин	      ^Демин/*Демин$ 
      2 дель	      ^дель/*дель$ 
      2 делл'арте	      ^делл/*делл$'^арте/*арте$ 
      2 деланный	      ^деланный/*деланный$ 
      2 дейтериевый	      ^дейтериевый/*дейтериевый$ 
      2 Дейв	      ^Дейв/*Дейв$ 
      2 девяностатрехпроцентный	      ^девяностатрехпроцентный/*девяностатрехпроцентный$ 
      2 двухвходовый	      ^двухвходовый/*двухвходовый$ 
      2 двенадцатиэтажка	      ^двенадцатиэтажка/*двенадцатиэтажка$ 
      2 двадцативосьмилетний	      ^двадцативосьмилетний/*двадцативосьмилетний$ 
      2 даьше	      ^даьше/*даьше$ 
      2 Дашко	      ^Дашко/*Дашко$ 
      2 даршана	      ^даршана/*даршана$ 
      2 Даренских	      ^Даренских/*Даренских$ 
      2 Данилов-Данильян	      ^Данилов/Данил<np><ant><m><pl><acc>/Данил<np><ant><m><pl><gen>$^-/-<guio>$^Данильян/*Данильян$ 
      2 Даниел	      ^Даниел/*Даниел$ 
      2 Дайан	      ^Дайан/*Дайан$ 
      2 Дабль-фью	      ^Дабль/*Дабль$^-/-<guio>$^фью/*фью$ 
      2 ГЭС	      ^ГЭС/*ГЭС$ 
      2 Гэккан	      ^Гэккан/*Гэккан$ 
      2 Гусарова	      ^Гусарова/*Гусарова$ 
      2 Гуррагча	      ^Гуррагча/*Гуррагча$ 
      2 Гуна	      ^Гуна/*Гуна$ 
      2 гуминовый	      ^гуминовый/*гуминовый$ 
      2 ГУМ	      ^ГУМ/*ГУМ$ 
      2 гум	      ^гум/*гум$ 
      2 Гуковский	      ^Гуковский/*Гуковский$ 
      2 гудвилл	      ^гудвилл/*гудвилл$ 
      2 грясти	      ^грясти/*грясти$ 
      2 Грушницкий	      ^Грушницкий/*Грушницкий$ 
      2 громить	      ^громить/*громить$ 
      2 Гришанова	      ^Гришанова/*Гришанова$ 
      2 Гриднев	      ^Гриднев/*Гриднев$ 
      2 Григоровка	      ^Григоровка/*Григоровка$ 
      2 гребостно	      ^гребостно/*гребостно$ 
      2 Гранин	      ^Гранин/*Гранин$ 
      2 ГПУ	      ^ГПУ/*ГПУ$ 
      2 ГПК	      ^ГПК/*ГПК$ 
      2 Гоша	      ^Гоша/*Гоша$ 
      2 Готтшальк	      ^Готтшальк/*Готтшальк$ 
      2 госстатистика	      ^госстатистика/*госстатистика$ 
      2 горыныч	      ^горыныч/*горыныч$ 
      2 городецкий	      ^городецкий/*городецкий$ 
      2 горномарийский	      ^горномарийский/*горномарийский$ 
      2 Гопман	      ^Гопман/*Гопман$ 
      2 Гондри	      ^Гондри/*Гондри$ 
      2 гольф-клуб	      ^гольф/гольф²<n><m><nn><pl><gen><fac>/гольф²<n><m><nn><sg><acc>/гольф²<n><m><nn><sg><nom>/гольф¹<n><m><nn><sg><acc>/гольф¹<n><m><nn><sg><nom>$-^клуб/клуб²<n><m><nn><sg><acc>/клуб²<n><m><nn><sg><nom>/клуб¹<n><m><nn><sg><acc>/клуб¹<n><m><nn><sg><nom>$ 
      2 Голышева	      ^Голышева/*Голышева$ 
      2 Годловский	      ^Годловский/*Годловский$ 
      2 Гогниев	      ^Гогниев/*Гогниев$ 
      2 ГМК	      ^ГМК/*ГМК$ 
      2 гломерулонефрит	      ^гломерулонефрит/*гломерулонефрит$ 
      2 Глейзер	      ^Глейзер/*Глейзер$ 
      2 Гладилин	      ^Гладилин/*Гладилин$ 
      2 ГЛ	      ^ГЛ/*ГЛ$ 
      2 ГКО	      ^ГКО/*ГКО$ 
      2 Гир	      ^Гир/*Гир$ 
      2 Гиперид	      ^Гиперид/*Гиперид$ 
      2 гильберт	      ^гильберт/*гильберт$ 
      2 гиеновый	      ^гиеновый/*гиеновый$ 
      2 гидроцефалия	      ^гидроцефалия/*гидроцефалия$ 
      2 Гибсон	      ^Гибсон/*Гибсон$ 
      2 Геринг	      ^Геринг/*Геринг$ 
      2 Гергиев	      ^Гергиев/*Гергиев$ 
      2 гепатотропный	      ^гепатотропный/*гепатотропный$ 
      2 гемостатический	      ^гемостатический/*гемостатический$ 
      2 Гейтс	      ^Гейтс/*Гейтс$ 
      2 Гашек	      ^Гашек/*Гашек$ 
      2 гафтара	      ^гафтара/*гафтара$ 
      2 Гарин-Михайловский	      ^Гарин/Гарин<np><cog><m><sg><nom>$^-/-<guio>$^Михайловский/Михайловский<np><cog><m><sg><nom>/михайловский<adj><m><an><sg><nom>/михайловский<adj><m><nn><sg><acc>$ 
      2 гардиан	      ^гардиан/*гардиан$ 
      2 гарвард	      ^гарвард/*гарвард$ 
      2 Ганц	      ^Ганц/*Ганц$ 
      2 гальштат	      ^гальштат/*гальштат$ 
      2 Гальперин	      ^Гальперин/*Гальперин$ 
      2 Галлис	      ^Галлис/*Галлис$ 
      2 газонейтрализатор	      ^газонейтрализатор/*газонейтрализатор$ 
      2 г	      ^г/*г$ 
      2 Вячеславовна	      ^Вячеславовна/*Вячеславовна$ 
      2 Вышиньский	      ^Вышиньский/*Вышиньский$ 
      2 вытрезвительский	      ^вытрезвительский/*вытрезвительский$ 
      2 вытечь	      ^вытечь/*вытечь$ 
      2 вытерпеть	      ^вытерпеть/*вытерпеть$ 
      2 высокоурбанизированный	      ^высокоурбанизированный/*высокоурбанизированный$ 
      2 высоконадежный	      ^высоконадежный/*высоконадежный$ 
      2 высококонтагиозный	      ^высококонтагиозный/*высококонтагиозный$ 
      2 выволочь	      ^выволочь/*выволочь$ 
